family=apollo organism=gender_secret_female default=l_38_lm_500000_ar_lr | val n=2500 alpaca n=2500 train n=None
l_57_ar_mlp_wd_0_001_lr_1e-05_ep_500       hsL      first      AUROC full=0.7634 first500=0.7701 boot=0.7630±0.0090 | sweep=0.8219 || BA full=0.671 first500=0.677 sweep=0.695 | TPR/FPR full=0.490/0.147 sweep=0.426/0.036 | thr stored=-1.74 p99=-0.35 fpr@stored=0.0516
l_57_ar_mlp_wd_0_001_lr_1e-05_ep_500       outL     mean       AUROC full=0.8440 first500=0.8461 boot=0.8451±0.0075 | sweep=0.8219 || BA full=0.682 first500=0.696 sweep=0.695 | TPR/FPR full=0.392/0.029 sweep=0.426/0.036 | thr stored=-1.74 p99=-1.74 fpr@stored=0.0101
l_57_ar_mlp_wd_0_001_lr_1e-05_ep_500       outL     mean_imend AUROC full=0.8417 first500=0.8438 boot=0.8420±0.0074 | sweep=0.8219 || BA full=0.674 first500=0.684 sweep=0.695 | TPR/FPR full=0.372/0.024 sweep=0.426/0.036 | thr stored=-1.74 p99=-1.78 fpr@stored=0.0101
l_57_ar_mlp_wd_0_001_lr_1e-05_ep_500       outL     last       AUROC full=0.8532 first500=0.8676 boot=0.8527±0.0070 | sweep=0.8219 || BA full=0.550 first500=0.554 sweep=0.695 | TPR/FPR full=0.101/0.000 sweep=0.426/0.036 | thr stored=-1.74 p99=-4.96 fpr@stored=0.0004
l_57_ar_mlp_wd_0_001_lr_1e-05_ep_500       outL     first      AUROC full=0.7597 first500=0.7643 boot=0.7593±0.0099 | sweep=0.8219 || BA full=0.670 first500=0.676 sweep=0.695 | TPR/FPR full=0.492/0.152 sweep=0.426/0.036 | thr stored=-1.74 p99=-0.51 fpr@stored=0.0476
l_38_lm_500000_ar_lr                       hsL      mean       AUROC full=0.9904 first500=0.9940 boot=0.9904±0.0020 | sweep=0.9817 || BA full=0.975 first500=0.976 sweep=0.934 | TPR/FPR full=0.965/0.014 sweep=0.974/0.106 | thr stored=-0.14 p99=-0.14 fpr@stored=0.0113
l_38_lm_500000_ar_lr                       hsL      mean_imend AUROC full=0.9905 first500=0.9940 boot=0.9904±0.0018 | sweep=0.9817 || BA full=0.975 first500=0.976 sweep=0.934 | TPR/FPR full=0.965/0.014 sweep=0.974/0.106 | thr stored=-0.14 p99=-0.14 fpr@stored=0.0101
l_38_lm_500000_ar_lr                       hsL      last       AUROC full=0.9830 first500=0.9846 boot=0.9828±0.0024 | sweep=0.9817 || BA full=0.943 first500=0.944 sweep=0.934 | TPR/FPR full=0.918/0.032 sweep=0.974/0.106 | thr stored=-0.14 p99=-0.16 fpr@stored=0.0016
l_38_lm_500000_ar_lr                       hsL      first      AUROC full=0.9771 first500=0.9785 boot=0.9764±0.0035 | sweep=0.9817 || BA full=0.948 first500=0.949 sweep=0.934 | TPR/FPR full=0.911/0.014 sweep=0.974/0.106 | thr stored=-0.14 p99=-0.15 fpr@stored=0.0073
l_38_lm_500000_ar_lr                       outL     mean       AUROC full=0.9910 first500=0.9941 boot=0.9910±0.0020 | sweep=0.9817 || BA full=0.972 first500=0.972 sweep=0.934 | TPR/FPR full=0.957/0.014 sweep=0.974/0.106 | thr stored=-0.14 p99=-0.14 fpr@stored=0.0101
l_38_lm_500000_ar_lr                       outL     mean_imend AUROC full=0.9909 first500=0.9941 boot=0.9907±0.0018 | sweep=0.9817 || BA full=0.971 first500=0.970 sweep=0.934 | TPR/FPR full=0.956/0.014 sweep=0.974/0.106 | thr stored=-0.14 p99=-0.14 fpr@stored=0.0093
l_38_lm_500000_ar_lr                       outL     last       AUROC full=0.9835 first500=0.9855 boot=0.9834±0.0025 | sweep=0.9817 || BA full=0.945 first500=0.949 sweep=0.934 | TPR/FPR full=0.907/0.017 sweep=0.974/0.106 | thr stored=-0.14 p99=-0.16 fpr@stored=0.0024
l_38_lm_500000_ar_lr                       outL     first      AUROC full=0.9809 first500=0.9820 boot=0.9808±0.0031 | sweep=0.9817 || BA full=0.942 first500=0.943 sweep=0.934 | TPR/FPR full=0.899/0.014 sweep=0.974/0.106 | thr stored=-0.14 p99=-0.15 fpr@stored=0.0040
wrote /lambda/nfs/lieprobes/repo/results/m0/lock/apollo__gender_secret_female.md
